 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoBstautauCDFIso                                |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.0                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_h                   |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_l1                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_l2                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.5                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_h                   |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_l1                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_l2                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.0                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_h                   |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_l1                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_l2                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.5                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_h                   |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_l1                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_l2                  |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.0                             |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.0_Dp_h                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.0_Dp_l1                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.0_Dp_l2                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.5                             |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.5_Dp_h                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.5_Dp_l1                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_1.5_Dp_l2                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_2.0                             |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_2.0_Dp_h                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_2.0_Dp_l1                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoConeVariables_2.0_Dp_l2                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoTrackIsolationBDT                             |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoTrackIsolationBDT_Dp_h                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoTrackIsolationBDT_Dp_l1                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoTrackIsolationBDT_Dp_l2                       |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoVertexIsolation                               |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/RelInfoVertexIsolationBDT                            |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/_RefitPVs                                            |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiEMuCalLine/decayVertices                                        |       29 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/Particle2VertexRelations                            |       50 |     4.5+-0.4    | 1.4     |    4 | 9      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/Particles                                           |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_h                  |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoBstautauCDFIso                               |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.0                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_h                  |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_l1                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.0_Dp_l2                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.5                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_h                  |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_l1                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_0.5_Dp_l2                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.0                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_h                  |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_l1                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.0_Dp_l2                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.5                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_h                  |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_l1                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariablesForEW_1.5_Dp_l2                 |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.0                            |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.0_Dp_h                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.0_Dp_l1                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.0_Dp_l2                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.5                            |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.5_Dp_h                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.5_Dp_l1                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_1.5_Dp_l2                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_2.0                            |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_2.0_Dp_h                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_2.0_Dp_l1                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoConeVariables_2.0_Dp_l2                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoTrackIsolationBDT                            |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoTrackIsolationBDT_Dp_h                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoTrackIsolationBDT_Dp_l1                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoTrackIsolationBDT_Dp_l2                      |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoVertexIsolation                              |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/RelInfoVertexIsolationBDT                           |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/_RefitPVs                                           |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiMuMuCalLine/decayVertices                                       |       13 |     1.2+-0.2    | 0.6     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/Particle2VertexRelations                                 |      168 |     4.5+-0.2    | 1.2     |    4 | 9      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/Particles                                                |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                       |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoBstautauCDFIso                                    |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.0                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.0_Dp_h                       |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.5                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.5_Dp_h                       |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.0                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.0_Dp_h                       |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.5                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.5_Dp_h                       |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                      |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.0                                 |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.0_Dp_h                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.0_Dp_l1                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.0_Dp_l2                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.5                                 |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.5_Dp_h                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.5_Dp_l1                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_1.5_Dp_l2                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_2.0                                 |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_2.0_Dp_h                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_2.0_Dp_l1                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoConeVariables_2.0_Dp_l2                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoTrackIsolationBDT                                 |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoTrackIsolationBDT_Dp_h                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoTrackIsolationBDT_Dp_l1                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoTrackIsolationBDT_Dp_l2                           |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoVertexIsolation                                   |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/RelInfoVertexIsolationBDT                                |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/_RefitPVs                                                |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiOSLine/decayVertices                                            |       38 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiLine/Particle2VertexRelations                                 |       27 |     6.8+-0.6    | 1.3     |    5 | 8      |
 | *Charm/Phys/D2XMuMuSS_PiPiLine/Particles                                                |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiLine/_RefitPVs                                                |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiLine/decayVertices                                            |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiPiPiLine/Particle2VertexRelations                             |       22 |     5.5+-0.4    | 0.9     |    5 | 7      |
 | *Charm/Phys/D2XMuMuSS_PiPiPiPiLine/Particles                                            |        5 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiPiPiLine/_RefitPVs                                            |        5 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiPiPiPiLine/decayVertices                                        |        5 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/Particle2VertexRelations                                 |       76 |     4.5+-0.2    | 0.9     |    4 | 7      |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/Particles                                                |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                       |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                      |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                      |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoBstautauCDFIso                                    |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoConeVariablesForEW_0.0                            |       17 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_PiSSLine/RelInfoConeVariablesForEW_0.0_Dp_h                       |       17 |       1         |         |      |        |
